"npo.id","npo.name","email","tel"
"npo2004","社團法人中華聯馨慈善會","ch641689@yahoo.com.tw","06-2376328"
"npo2475","社團法人中華育幼機構兒童關懷協會","ccsa@childrenhome.org.tw","02-25639595"
"npo2358","社團法人中華自然農法協會","service.8282@pengching.com","04-22054518"
"npo0827","社團法人中華萱民會","benefit@ms48.url.com.tw","08-7216170"
"npo1394","社團法人中華視障路跑運動協會","ibeauty@totalbb.net.tw","02-27234682"
"npo2218","社團法人中華設計裝修消費者品質保護協會","fen@dqpa.org","2225-0855"
"npo2099","社團法人中華身心障礙協會","formosa123123@yahoo.com.tw","02-29667998"
"npo0403","社團法人中華金融經貿交流協會","service.8585@pengching.com","04-22054518"
"npo1283","社團法人中華青年活動企劃推展協會","cy.appa@yahoo.com.tw","06-653-5389"
"npo2611","社團法人中華點亮生命教育協會","aele.light@gmail.com","0223703648"
"npo1577","社團法人健康快樂生活協會","lifewisdom@ymail.com","02-22707896"
"npo0778","社團法人公民監督國會聯盟","ccw@ccw.org.tw","02-23671571"
"npo2131","社團法人兼善天下社會服務志業協會","apglobal@apg-global.org.tw","02-27678546"
"npo2457","社團法人南投縣以琳社會福利關懷協會","elim.care@msa.hinet.net","0492248338"
"npo2098","社團法人南投縣希望天使啟蒙學會","haei.hope@msa.hinet.net","049-2651341"
"npo0367","社團法人南投縣康復之友協會","mranc2422925@yahoo.com.tw","049-2422925"
"npo0971","社團法人南投縣新南投婦女之友會","jan7789@gmail.com","049-2236728"
"npo1737","社團法人南投縣智障者家長協會","ms434@seed.net.tw","(049)2760612"
"npo2033","社團法人南投縣臻晴社會福祉關懷協會","virginia568@gmail.com","0492332564"
"npo1670","社團法人南投縣青年返鄉服務協會","ntysg2006@gmail.com","049-2233325"
"npo2562","社團法人南投縣麻煩小天使協會","ntangel.angel@msa.hinet.net","049-2358482"
"npo2597","社團法人原住民全人關懷促進協會","hcco.110@gmail.com","（08）8881153"
"npo0128","社團法人原住民深耕德瑪汶協會","daanriver@so-net.net.tw","04-25911550"
"npo0091","社團法人台中市亞斯伯格症肯納症協進會","kk63628@yahoo.com.tw","0918865383"
"npo1163","社團法人台中市啟智協進會","b200790@yahoo.com.tw","04-24721845"
"npo0054","社團法人台中市喜樂文化推廣協會","iobctw2003@yahoo.com.tw","04-2393-7442"
"npo0417","社團法人台中市基督教青年會","ysocialservice@gmail.com","04-22200603"
"npo1757","社團法人台中市天恩社區關懷協會","teen@kimo.com","0426910585"
"npo0494","社團法人台中市學習動力協會","kang0169000@yahoo.com.tw","04-23100959"
"npo2190","社團法人台中市康復之友協會","mental2.mratc@msa.hinet.net","(04)2471-529"
"npo0077","社團法人台中市慈宥關懷協會","v61888@gmail.com","(04)22478988"
"npo1425","社團法人台中市智障者家長協會","j23152578@yahoo.com.tw","04-23809595"
"npo1587","社團法人台中市東區東信社區發展協會","dong-xin@hotmail.com","04-22152135"
"npo1002","社團法人台中市生命線協會","tcll9595@ms14.hinet.net","04-22089595"
"npo1515","社團法人台中市聲暉協進會","q24711137@yahoo.com.tw","04-24711137"
"npo1516","社團法人台中市聾人協會","ckc1351@yahoo.com.tw","(04)22239887"
"npo1465","社團法人台中市自閉症教育協進會","taea@ms33.hinet.net","04-24723219"
"npo1235","社團法人台中市艾馨婦女協進會","Jcc4546@hotmail.com","04-26993888"
"npo2485","社團法人台中市身心障礙福利促進會","cab23511296@yahoo.com.tw","04-23937958"
"npo0471","社團法人台中市開懷協會","tckaihuai@kaihuai.org.tw","04-24625990"
"npo0743","社團法人台中縣忘憂草女性成長協會","xing342605@yahoo.com.tw","04-26363008"
"npo0237","社團法人台中縣木棉花愛縣關懷協會","hinancy88@yahoo.com.tw","04-26270916"
"npo1878","社團法人台中縣社區文化協進會","hooya550202@.yahoo.com.tw","0425268901"
"npo1166","社團法人台中縣霧峰鄉舊正社區發展協會","pottom3214@yahoo.com.tw","04-23395980"
"npo1274","社團法人台北市婦女會","taipei.women@msa.hinet.net","02-23951052"
"npo1809","社團法人台北市彩虹心服務協會","rainbow.heart@msa.hinet.net","(02)25508825"
"npo0618","社團法人台北市心生活協會","heart.life@msa.hinet.net","(02)27328631"
"npo1264","社團法人台北市歐伊寇斯OIKOS社區關懷協會","yolanda748610@gmail.com","02-23414322601"
"npo1903","社團法人台北市社區大學民間促進會(文山社區大學)","wenshan.cu@gmail.com","02-2930-2627"
"npo1072","社團法人台北市脊髓損傷者協會","scitpe@scitpe.org.tw","02-2382-1086"
"npo0948","社團法人台北市視障者家長協會","forblind@forblind.org.tw","2717-7722#15"
"npo1772","社團法人台北縣脊髓損傷者協會","jeff.vip@msa.hinet.net","02-22210530"
"npo0591","社團法人台南市南瀛社會福利推展協會","nanying.sw@gmail.com","06-6590488"
"npo1816","社團法人台南市善牧全人關懷協會","kerry550723@yahoo.com.tw","06-237850323190"
"npo0258","社團法人台南市好厝邊全人關懷協會","family57940@yahoo.com.tw","(06)5790123"
"npo1084","社團法人台南市婦女兒童安全保護協會","tnwoch@gmail.com","06-293-4546"
"npo0036","社團法人台南市婦女會","tnctwa@gmail.com","2217881"
"npo1622","社團法人台南市家庭情緒智商發展協會","family.eq@msa.hinet.net","06-3500310"
"npo2174","社團法人台南市家庭關懷協會","Hogi0202@gmail.com.","06-2089838"
"npo2527","社團法人台南市康復之友協會","nanscon.org@msa.hinet.net","06-2678533"
"npo1663","社團法人台南市慈光身障協會","ttk861123@yahoo.com.tw","06-3583799"
"npo1968","社團法人台南市教育及兒童青少年發展協會","ye570717@yahoo.com.tw","06-2263339"
"npo1534","社團法人台南市新世代社會福利關懷協會","ssd971017@gmail.com","06-3037980"
"npo0023","社團法人台南市牧德關懷協會","mood_4191@yahoo.com.tw","06-6989789"
"npo2352","社團法人台南市理想家庭促進協會","idfamily.tn@gmail.com","06-2360936"
"npo2348","社團法人台南市癲癇之友協會","ept87222@ms55.hinet.net","06 -2350253"
"npo1621","社團法人台南市酵母社會關懷協進會","yeast0913@gmail.com","06-5741775"
"npo0775","社團法人台灣一起夢想公益協會","jeff.l@gomaji.com","(02)27118177251"
"npo1520","社團法人台灣世界愛滋快樂聯盟","twhahiv20070825@yahoo.com.tw","08-7786950"
"npo2566","社團法人台灣之心愛護動物協會","hotac@hotac.org.tw","04-26261478"
"npo1551","社團法人台灣乾癬協會","psotaiwan@gmail.com","(02)29520820"
"npo1671","社團法人台灣亞洲動物福利協會","darthkenny@vet.com.tw","04-23728839235"
"npo1411","社團法人台灣人人生活關懷協會","peoplelife@gmail.com","04-25880430"
"npo1575","社團法人台灣人權促進會","tahr@seed.net.tw","02-25969525"
"npo1848","社團法人台灣仕馨服務協會","professionalism169@gmail.com","08-778556327"
"npo0431","社團法人台灣企業社會責任協會","szting@csrtaiwan.org","02-2541-0823"
"npo2154","社團法人台灣伴侶權益推動聯盟","tapcpr2010@gmail.com","02-2358-3705"
"npo1185","社團法人台灣信徹蓮池功德會","a95.z19@msa.hinet.net","07-7172170"
"npo0817","社團法人台灣健康服務協會","thcs004@gmail.com","02-2885-085713"
"npo1280","社團法人台灣健忘天使關懷協會","emma910321@yahoo.com.tw","(03)31962002179"
"npo1113","社團法人台灣優活山林協會","yoholive123@gmail.com","034536088"
"npo2186","社團法人台灣優質生命協會","ivicky0326@hotmail.com","02-25418098"
"npo0129","社團法人台灣兒少生涯教育促進會","exe.tlrca@gmail.com","02-23259026"
"npo1401","社團法人台灣兒童少年希望協會","info@twkids.org","02-26791074"
"npo0391","社團法人台灣全球兒童少年援助會","taiwan.adrf@gmail.com","04-22250372"
"npo2158","社團法人台灣公益CEO協會","ceoclub.tw@gmail.com","02-25563608"
"npo0607","社團法人台灣冒險學習發展協會","talda@talda.org","02-28223896"
"npo2588","社團法人台灣凝愛關懷弱勢協會","people2999@yahoo.com.tw","07-6112999"
"npo1835","社團法人台灣動物保護協進會","tapa119@yahoo.com.tw","0955836368"
"npo0898","社團法人台灣動物平權促進會","taea.2013@gmail.com","0918551117"
"npo1306","社團法人台灣南傳佛教關懷生命協會","ptd.taiwan@gmail.com","0222452177"
"npo1259","社團法人台灣南方社會力聯盟","tsst980429@gmail.com","07-7277620"
"npo0661","社團法人台灣原住民族產業經濟發展協會(部落大學)","tpc3i.service@msa.hinet.net","02-2782-9587"
"npo1940","社團法人台灣商務策劃協會","service@tbsa.tw","02-27058893"
"npo2066","社團法人台灣國際醫學聯盟","may@tima.org.tw","(02)33931815"
"npo1683","社團法人台灣國際青年文化交流協會","icyetaiw@ms1.hinet.net","06-2671471"
"npo0184","社團法人台灣基地協會","gdi.lgbt@gmail.com","04-22266910"
"npo1186","社團法人台灣基督徒社會工作人員協會","tcswa2010@gmail.com","06-5772841"
"npo0169","社團法人台灣基督教好牧人全人關顧協會","Good.hm@msa.hinet.net","(04)24850890"
"npo0161","社團法人台灣失智症協會","tada.tada@msa.hinet.net","02-2598858023"
"npo0052","社團法人台灣婦女展業協會","btwomen@gmail.com","02-28911870"
"npo0767","社團法人台灣安心家庭關懷協會","dolphel_avon@hotmail.com","089-346732"
"npo0492","社團法人台灣家庭健康協會","famhea885@gmail.com","(04)22954599"
"npo1005","社團法人台灣家族系統排列協會","imogen98@ms22.hinet.net","0976050679"
"npo1144","社團法人台灣少年權益與福利促進聯盟","rongrongchang@gmail.com","02-2369519511"
"npo1396","社團法人台灣居家服務策略聯盟","service@thsa.org.tw","02-8252-8508"
"npo0067","社團法人台灣希望之芽協會","service@buddinhope.org.tw","(07)860-9722"
"npo0249","社團法人台灣幸福家庭職能發展協會","service@tcfcda.org.tw","02-27480291"
"npo2431","社團法人台灣弱勢希望協進會","athd1004@yahoo.com.tw","07-3813196"
"npo2560","社團法人台灣弱勢病患權益促進會","ms01@tfrd.org.tw","02-25210717107"
"npo1779","社團法人台灣彩虹雙福協會","gospelandwelfare@gmail.com","049-2997996"
"npo1851","社團法人台灣微客公益行動協會","waker@waker.org.tw","02-3322510320"
"npo2466","社團法人台灣性別平等教育協會","tgeea.y2002@msa.hinet.net","02-23638841"
"npo1008","社團法人台灣性學會","sssstaiwan@gmail.com","0761580004408"
"npo1088","社團法人台灣惠安慈善會","hueyan@kimo.com","07-6258522"
"npo2207","社團法人台灣愛之希望協會","lovehope0904@gmail.com","07-5500225"
"npo2155","社團法人台灣愛克曼兒童及青少年體驗學習協會","ace.yes@msa.himet.net","07-7685585"
"npo2357","社團法人台灣愛無國境協會","service@tcwba.org","07010733616"
"npo1135","社團法人台灣愛鄰社區服務協會","lynay@i-link.org.tw","(02)23676646"
"npo2042","社團法人台灣揚善社會公益服務協會","twys168@gmail.com","07-7665785-6"
"npo1107","社團法人台灣收容動物關懷協會","care_ani@mail2000.com.tw","02-22978260"
"npo1243","社團法人台灣數位文化協會","adct.npo@gmail.com",""
"npo1852","社團法人台灣數位有聲書推展學會","daisynvda@gmail.com","02-2389491512"
"npo2450","社團法人台灣新住民家庭成長協會","immfa.org@gmail.com","23691001"
"npo0153","社團法人台灣新移民勞動權益促進會","nilra0712@gmail.com","03-4820461"
"npo1689","社團法人台灣新移民協會","yujaen123@yahoo.com.tw","04-24264316"
"npo1950","社團法人台灣橄欖園關懷協會","donny3737@gmail.com","06-3037440"
"npo1579","社團法人台灣氣球藝術協會","tban@tban.org.tw","03-5670691"
"npo2172","社團法人台灣永社","taiwanforever2012@gmail.com","0223883997"
"npo1605","社團法人台灣油症受害者支持協會","survivng1979@gmail.com","04-24716747"
"npo1543","社團法人台灣泡泡龍病友協會","taiwaneb2009@gmail.com","02-*********"
"npo1428","社團法人台灣海星少年關懷協會","s90110010@gmail.com","04-7281286"
"npo0356","社團法人台灣海洋環境教育推廣協會","twocean2008@gmail.com","02-2821-1097"
"npo1199","社團法人台灣減害協會","jaronwang_chc@hotmail.com.tw","0932004851"
"npo2197","社團法人台灣環境資訊協會","service@e-info.org.tw","02-29332233"
"npo1624","社團法人台灣生態登山教育協會","mtschool@mtschool.org","02-2753-5815"
"npo0615","社團法人台灣盲人福利協進會全國總會","paul583588@gmail.com","04-22114244"
"npo0324","社團法人台灣盲人重建協會","abt.n409913@msa.hinet.net","02-2531-2129"
"npo2171","社團法人台灣省兒童少年成長協會","www.cyga77.ncc.tw","0423058005"
"npo0152","社團法人台灣省慈心協會","tcaa@ms34.hinet.net","(04)2232-499"
"npo0432","社團法人台灣省社區關懷協會","socialcare561@gmail.com","04-23386651"
"npo1958","社團法人台灣破冰專業服務協會","icebkpro@gmail.com","0223975060無"
"npo2401","社團法人台灣社區健康及家庭關係促進協會","tacf@twtacf.org","02-2307-6977"
"npo1701","社團法人台灣社區實踐協會","cpsw100904@gmail.com","02-23394933"
"npo1042","社團法人台灣社會向上發展協會","eileen@codeup.org.tw","02-27863147"
"npo0974","社團法人台灣社會福利總盟","lswoit@gmail.com","02-2321-3651"
"npo2323","社團法人台灣福氣社區關懷協會","fortune0619@gmail.com","04-26313525"
"npo0133","社團法人台灣結節硬化症協會","tscare@gmail.com","02-2331-8852"
"npo0154","社團法人台灣老人福利機構協會","newtaosci@yahoo.com.tw","02-8661-63652300"
"npo2567","社團法人台灣育孝功德會","aip76601453@gmail.com","04-22067010"
"npo0371","社團法人台灣脊髓肌肉萎縮症病友協會","taiwansma@gmail.com","(07)2010675"
"npo0308","社團法人台灣舉手網絡協會","jane@liftinghands.net","02-85021392"
"npo0606","社團法人台灣赤子心過動症協會","adhd@ms45.hinet.net","(02)27361386"
"npo0840","社團法人台灣超越巔峰關懷癲癇聯盟","epilepsycaretw@gmail.com","0978739172"
"npo1657","社團法人台灣路得關懷發展協會","ruth.young@msa.hinet.net","05-3451924"
"npo0211","社團法人台灣身心障礙家庭關懷協會","familycaretaiwan@gmail.com","02-2369-2525"
"npo1717","社團法人台灣遲緩兒天使樂園協會","angel@hosin.com.tw","02-29284422"
"npo0602","社團法人台灣關愛之家協會","Harmonyhome2003@yahoo.com.tw","02-27389600"
"npo1982","社團法人台灣關懷急難救助協會","yingmei.lin@msa.hinet.net","08-7663722"
"npo0927","社團法人台灣阿甘精神發展協會","ahgan99@gmail.com","0223628787"
"npo2303","社團法人台灣露德協會","lourdes@ms42.hinet.net","02-2371-1406"
"npo0536","社團法人台灣青少年多元發展協會","kateyo@y17.com.tw","02-234323887705"
"npo2382","社團法人台灣青少年性別文教會","tasbravo@gmail.com","07-5364490"
"npo2235","社團法人台灣青年氣候聯盟","service@twycc.org.tw","0912607553"
"npo1803","社團法人台灣靛藍天使協會","indigolinlin@gmail.com","03-3175585"
"npo0500","社團法人台灣黃絲帶愛網關懷協會","titus.dan@msa.hinet.net","(06)2515504"
"npo1537","社團法人嘉義市家庭關懷協會","family.caring@msa.hinet.net","05-2842782"
"npo0558","社團法人嘉義市生命線協會","s199566@yahoo.com.tw","(05)2751525"
"npo1854","社團法人嘉義市肢體障礙服務協會","a25800818@yahoo.com.tw","05-2163790"
"npo1146","社團法人嘉義市脊髓損傷者協會","cyc.sci@msa.hinet.net","05-2161873"
"npo1361","社團法人嘉義縣慈善團體聯合協會","cons0607@gmail.com","05-3622123"
"npo1755","社團法人嘉義縣扶緣服務協會","fuyun.mail@msa.hinet.net","05-3747552"
"npo2349","社團法人嘉義縣生命線協會","chiayi.lff@msa.hinet.net","05-2267395"
"npo1590","社團法人嘉義縣精神康扶之友協會","kfgelang97949297@yahoo.com.tw","05-0790533"
"npo2041","社團法人嘉義縣聽語多重障礙福利協進會","hs540319@gmail.com","053704801"
"npo0682","社團法人國際教練聯盟台灣總會","service@icftaiwan.org","0938056225"
"npo2380","社團法人國際生命線台灣總會","lifelroc@ms25.hinet.net","02-27189595"
"npo1100","社團法人宜蘭縣光塩生命關懷協會","light960410@gmail.com","9311058"
"npo2093","社團法人宜蘭縣培德關懷協進會","pei.de.ca@gmail.com","03-9651500"
"npo1424","社團法人宜蘭縣康復之友協會","kf.kf007@msa.hinet.net","03-9333710"
"npo1490","社團法人宜蘭縣得安家庭關懷協會","dafamily97@gmail.com","03-9680543"
"npo2615","社團法人宜蘭縣愛加倍關懷協會","agape9359666@hotmail.com","03-9289995"
"npo2598","社團法人宜蘭縣愛胰協會","careyoudm@gmail.com","039560620"
"npo0311","社團法人宜蘭縣發展遲緩兒童早期療育協會","y9355199@gmail.com","03-9355199"
"npo1703","社團法人宜蘭縣蘭雨社會福利協會","52yilan@yusw.org.tw","03-9255353"
"npo0191","社團法人宜蘭縣非營利組織聯盟","yilannpou@gmail.com","03-9313833"
"npo0299","社團法人屏東縣兒童少年關懷協會","shian2@ms16.hinet.net","08-8355515"
"npo1770","社團法人屏東縣原住民社會公益服務協會","liuliu1016@gmail.com","08-877141416"
"npo2465","社團法人屏東縣原住民資訊協會","legaiwan@gamil.com","0933302326"
"npo0138","社團法人屏東縣向陽關懷協會","ptsunservice99@yahoo.com.tw","08-8663430"
"npo0975","社團法人屏東縣失智症服務協會","pdatw2005@yahoo.com.tw","08-7341495"
"npo0936","社團法人屏東縣希望家園協進會","newhome580@yahoo.com.tw","08-7372562"
"npo2137","社團法人屏東縣志願服務協會","t7860.ptc@msa.hinet.net","(08)7379716"
"npo1661","社團法人屏東縣慈善團體聯合協會","hmy1215@yahoo.com.tw","(08)736-4699"
"npo2325","社團法人屏東縣深耕永續發展協會","scda98@gmail.com","087789395"
"npo0660","社團法人屏東縣社會工作師公會","professionalism168@gmail.com","08-778556327"
"npo1674","社團法人屏東縣社會福利聯盟","a26169@yahoo.com.tw","(08)788-6644"
"npo0315","社團法人屏東縣綠元氣產業交流促進會","gausu.office@msa.hinet.net","(08)7916503"
"npo0484","社團法人屏東縣脊髓損傷者協會","ppoi3434tw@yahoo.com.tw","08-7380657"
"npo1840","社團法人屏東縣自閉症協進會","my.self@msa.hinet.net","08-7351024"
"npo2221","社團法人屏東縣躍愛全人關懷協會","jumpslove@yahoo.com.tw","08-7326872"
"npo1082","社團法人彰化縣喜樂小兒麻痺關懷協會","joyce8963820146@gmail.com","048963820146"
"npo0493","社團法人彰化縣志願服務協會","vol500@hibox.hinet.net","(04)8380699"
"npo1997","社團法人彰化縣愛加倍社區服務協會","c8319946@yahoo.com.tw","04-8362713"
"npo1151","社團法人彰化縣疼厝邊社會福利協會","llc509.ku@msa.hinet.net","04-7995455"
"npo1001","社團法人彰化縣秀水鄉雅興社區發展協會","happy7617082@yahoo.com.tw","04-7617082"
"npo1564","社團法人彰化縣聾人協會","chling.tw@gmail.com","04-8834670"
"npo1265","社團法人彰化縣脊髓損傷重建協會","changsci@yahoo.com.tw","04-8836612"
"npo0275","社團法人彰化縣自立生活協會","service@chil.org.tw","04-8326918"
"npo1275","社團法人彰化縣自閉症肯納家長協會","ck970824@gmail.com","047223460"
"npo0393","社團法人彰暉愛心慈善會","Chang.huei20@mas.hinet.net","04-8356195"
"npo0011","社團法人新北市光點兒童重症扶助協會","lightchildren02945644@gmail.com","02-29135009"
"npo2063","社團法人新北市志願服務協會","f2725082@ms65.hinet.net","02-22725082"
"npo1806","社團法人新北市成人學習推廣協會(蘆荻社區大學)","powpee@gmail.com","02-82828801"
"npo2472","社團法人新北市春陽關懷協會","springsunshine@hotmail.com.tw","02-2208-3167"
"npo2616","社團法人新北市殘障福利服務協會","t780951@yahoo.com.tw","29040509"
"npo1589","社團法人新北市社會工作師公會","tpc.swgov@msa.hinet.net","02-2971-0075"
"npo0611","社團法人新北市臨床心理師公會","service@psy.org.tw","8925-3044"
"npo1266","社團法人新北市身心障礙者福利促進協會","tpc.hwpa@msa.hinet.net","(02)22500177"
"npo2094","社團法人新竹市婦女社團聯合服務協會","women5256181@yahoo.com.tw","03-5256181"
"npo0590","社團法人新竹市心理衛生協會","hccgmha@yahoo.com.tw","03-5152464"
"npo2508","社團法人新竹市智障福利協進會","e200261@ms25.hinet.net","03-5626684"
"npo0442","社團法人新竹市社會福利發展協會","swa.swa0302@hinet.net","0910-380464"
"npo0066","社團法人新竹市精神健康協會","hcc.hma@healthymind.org.tw","03-5612301"
"npo1124","社團法人新竹市聲暉協會","hc035@hotmail.com","03-5610268"
"npo0058","社團法人新竹市腦性麻痺協會","cp310211@yahoo.com.tw","035310211"
"npo0957","社團法人新竹市自閉症協進會","autismhs@yahoo.com.tw","03-5611095"
"npo0742","社團法人新竹縣志願服務協會","derong2828@yahoo.com.tw","0932370397"
"npo1115","社團法人新竹縣社區大學發展協會","zhubei.cc@gmail.com","(03)552-9005"
"npo0505","社團法人桃園佛教無意捨協會","channel9958@yahoo.com.tw","03-40914328002"
"npo2390","社團法人桃園市助人專業促進協會","lu391031@gmail.com","03-3359532"
"npo1892","社團法人桃園縣單親家庭保護協會","white08680705@yahoo.com.tw","(03)4930617"
"npo2546","社團法人桃園縣拾穗關懷服務協會","g6njo4@gmail.com","03-3887113"
"npo0125","社團法人桃園縣教育志工聯盟","anny4606@yahoo.com.tw","03-4026088"
"npo1496","社團法人桃園縣新希望關懷協會","new980529@yahoo.com.tw","03-3194922"
"npo1512","社團法人桃園縣木匠的家關懷協會","carpenterscb@hotmail.com","(03)416-3533"
"npo1588","社團法人桃園縣照顧服務協進會","chiafuhome@hotmail.com","03-3873970"
"npo0108","社團法人桃園縣社區精神復健協會","lanping@kimo.com","03-3731845"
"npo0352","社團法人桃園縣社會工作師公會","taoyuansw@gmail.com","(03)4920825"
"npo0920","社團法人桃園縣群眾服務協會","gracew126@gmail.com","03-4555550"
"npo2493","社團法人桃園縣聲暉協進會","sound.t28@msa.hinet.net","03-2841734"
"npo0795","社團法人桃園縣職能治療師公會","taoyuanot.office@gmail.com","(03)2172262"
"npo0737","社團法人桃園縣肢體傷殘協進會","tytpha@pchome.com.tw","03-3348080"
"npo2104","社團法人桃園縣自閉症協進會","kids.star@msa.hinet.net","03-3386117"
"npo0062","社團法人澎湖康復之友協會","x931218@yahoo.com.tw","06-9262374"
"npo1895","社團法人理善國際關懷協會","service@esua.org.tw","02-7725-1496"
"npo1965","社團法人生命勵樂活輔健會","lifego111@gmail.com","0955-655652"
"npo0951","社團法人社區大學全國促進會","m.ying2009@napcu.org.tw","02-2368-513612"
"npo1316","社團法人綠色21台灣聯盟","info@green21.org.tw","02-23959155103"
"npo1015","社團法人群英公益發展協會","catalpa2006@hotmail.com","03-5951330"
"npo2503","社團法人臺中市保母協會","y880788.ah@msa.hinet.net","04-2233-7305"
"npo2263","社團法人臺中市動靜皆宜童軍發展協會","scouting617@gmail.com","0936711813"
"npo0020","社團法人臺中市又望早期療育專業發展服務協會","pro@ei.org.tw","04-22070203"
"npo2120","社團法人臺中市天啟心靈沉澱協會","jenniferspirit@gmail.com","04-26315745"
"npo1326","社團法人臺中市山海屯啟智協會(原台中縣啟智協會)","lovhrt.t659@msa.hinet.net","04-2529645319"
"npo0330","社團法人臺中市照顧服務管理協進會","l0045921@yahoo.com.tw","(04)22122623"
"npo1778","社團法人臺中市空巢之家協會","emptynest.tc@gmail.com","04-2301-9953"
"npo1335","社團法人臺中市線上家教促進協會","service@aaot.tw","0423022055"
"npo1518","社團法人臺中市蓮心自強服務協會","tc463.tc@msa.hinet.net","04-26805842"
"npo2068","社團法人臺中市身心障礙福利協會","t801@ms64.hinet.net","0425274752"
"npo1733","社團法人臺中市身心障礙者福利關懷協會","tchwca@gmail.com","04-24064321"
"npo0190","社團法人臺北市個別化早療推廣協會","twaiei.org@gmail.com","02-26322556"
"npo0823","社團法人臺北市友愛關懷協會","cindy100238@hotmail.com","2765-0715"
"npo1868","社團法人臺北市接觸點社區關懷協會","contact@nfca.org.tw","(02)27945837"
"npo0610","社團法人臺北市樂服社區關懷協會","lefu.taipei@gmail.com","(02)29340385"
"npo0933","社團法人臺北市生命智慧協會","puti@jinbodhi.org","02-23617766"
"npo0739","社團法人臺北縣愛鄉協會(林口社區大學)","linkou.hccu@gmail.com","( 02 )2600-8"
"npo1409","社團法人臺南市以琳之家關懷協會","elim2240@gmail.com","06-7231040"
"npo1871","社團法人臺南市容愛關懷服務協會","t10417168@yahoo.com.tw","06-2710405"
"npo0001","社團法人臺南市弘福社區關懷照顧服務協會","homefu990308@gmail.com","06-2058167"
"npo0961","社團法人臺南市慈光心智關懷協會","ngu0763@yahoo.com.tw","06-7955427"
"npo1023","社團法人臺東縣基督教晨光之家協會","alexia_kao@yahoo.com.tw","089-339170"
"npo1713","社團法人臺東縣外籍配偶協會","familyhong0827@yahoo.com.tw","089-224818"
"npo0588","社團法人臺東縣失智者關懷協會","dda885@gmail.com","089-333340"
"npo2372","社團法人臺灣360環景協會","taiwan360@gmail.com","02 2976-1652"
"npo0647","社團法人臺灣公共衛生促進協會","phlibphlib@gmail.com","02-23213937"
"npo0761","社團法人臺灣向日葵全人關懷協會","sunflowerwithme@gmail.com","02-25921411"
"npo1140","社團法人臺灣家事專業調解教育學會","apfm.tw@gmail.com","0922659066"
"npo0799","社團法人臺灣老人學學會","taiwanage2012@gmail.com","02-33663846"
"npo1749","社團法人臺灣身心障礙者職業發展協會","thcda2014@outlook.com","06-215960026"
"npo1157","社團法人臺灣雷特氏症病友關懷協會","rettsyndrome.taiwan@gmail.com","037685250"
"npo2019","社團法人臺灣非視覺美學教育協會","tnacea2014@gmail.com","02-28732323134"
"npo2112","社團法人臺灣點一盞燈社會關懷協會","lightup9595@gmail.com","02-22763810"
"npo1020","社團法人花蓮縣兒童暨家庭關懷協會(兒家協會)","hualien.family@gmail.com","03-8563020"
"npo0351","社團法人花蓮縣康復之友協會","hualien_kangfu","03-8663068"
"npo2383","社團法人花蓮縣牛犁社區交流協會","e7968@yahoo.com.tw","03-8650243"
"npo0999","社團法人花蓮縣老人暨家庭關懷協會","hl038330522@gmail.com","03-8330522"
"npo2439","社團法人花蓮縣肢體傷殘福利協進會","ha08154082@gmail.com","03-8241064"
"npo1719","社團法人苗栗縣愛加倍社區關懷協會","timy.chan@msa.hinet.net","( 037)760765"
"npo2299","社團法人苗栗縣盲友愛心協進會","bb724695@gmail.com","037724695無"
"npo2591","社團法人親慈慈善會","chin_tsyr@yahoo.com.tw","02-29000202"
"npo2571","社團法人金門縣康復之友協會","laelerko@hotmail.com","082-3343801356"
"npo0675","社團法人金門縣身心障礙者家長協會","ace020304@yahoo.com.tw","082-337393"
"npo0445","社團法人金門縣青少年暨兒童關懷協會","kmscorg@gmail.com","082-324984"
"npo1154","社團法人雲林縣保母協會-斗六區社區保母系統","n5735.n5735@msa.hinet.net","05-5379208"
"npo1709","社團法人雲林縣兒童少年福利保護協會","a0961001577@gmail.com","05-5333700"
"npo0235","社團法人雲林縣全人關懷協會","integ.concern@msa.hinet.net","05-6311093"
"npo0065","社團法人雲林縣勞工福利保護協會","weimaxkimo@yahoo.com.tw","05-5223173"
"npo0589","社團法人雲林縣台西身心障礙者福利協會","tai.hsi@hotmail.com","05-6981790"
"npo1148","社團法人雲林縣復健青年協進會","home.way@msa.hinet.net","(05)5341940"
"npo2006","社團法人雲林縣手工藝術協會","p6364450@yahoo.com.tw","05-636-4450"
"npo2047","社團法人雲林縣社會保障協會","labourservice.yl@gmail.com","05-5370730"
"npo0792","社團法人雲林縣社會福利工作協會","yunlinsocialworker@yahoo.com.tw","05-5362158"
"npo2623","社團法人雲林縣社會關懷協會","r78020450@xuite.net","05-5516683"
"npo1597","社團法人雲林縣老人福利保護協會","care.family@msa.hinet.net","05-5516286"
"npo0068","社團法人雲林縣老人長期照護協會","careold@ms63.hinet.net","(05)5372198"
"npo1470","社團法人雲林縣聖心社會關懷協會","ickuo@ms39.hinet.net","0921303619"
"npo0092","社團法人雲林縣聲暉協進會","yunlin.sound@msa.hinet.net","05-5978517"
"npo0666","社團法人雲林縣聽語障福利協進會","hsiyounlin@ms93.url.com.tw","(05)537-1189"
"npo1030","社團法人雲林縣虎尾殘障福利協會","huwei6226072@yahoo.com.tw","05-6332675"
"npo2617","社團法人雲林縣視障重建福利協進會","eric200.adsl@msa.hinet.net","055321966"
